ElapsedSeconds,Throughput_Ethernet_Mbps,Throughput_Ethernet_5_Mbps,Throughput_Ethernet_6_Mbps,Throughput_Ethernet_7_Mbps,Throughput_Tailscale_Mbps
2240,954.4940691824288,954.6538593029817,684.6636489155321,1031.6077387297833,0
2245,955.1289586424533,955.3604035216873,684.6636489155321,1031.6077387297833,0
2250,955.501162590728,955.9092324517839,684.6636489155321,1031.6077387297833,0
2255,955.1806935720797,954.9791276719753,684.6636489155321,1031.6077387297833,0
2260,954.951584129228,954.5302910760334,684.6636489155321,1031.6077387297833,0
2265,955.3560904410078,955.1962526361898,684.6636489155321,1031.6077387297833,0
2270,955.3951908786992,955.1529509564328,684.6636489155321,1031.6077387297833,0
2275,955.7968823028071,954.9111148671749,684.6636489155321,1031.6077387297833,0
2280,955.0998133512849,955.2591501635939,684.6636489155321,1031.6077387297833,0
2285,955.4919711926846,954.7605094210726,684.6636489155321,1031.6077387297833,0
2290,954.9786592310966,955.7325064019827,684.6636489155321,1031.6077387297833,0
2295,955.6263895560459,954.9820320156813,684.6636489155321,1031.6077387297833,0
2300,955.1716020644274,955.4432972468469,684.6636489155321,1031.6077387297833,0
2305,954.073273135056,954.5522876243207,684.6636489155321,1031.6077387297833,0
2310,955.4112257964848,955.0161359536754,684.6636489155321,1031.6077387297833,0
2315,955.1265219904885,955.2466824843141,684.6636489155321,1031.6077387297833,0
2320,954.9499915239871,954.5706344570148,684.6636489155321,1031.6077387297833,0
2325,955.0060169487035,954.2090698059,684.6636489155321,1031.6077387297833,0
2330,955.0529596983941,954.441566356849,684.6636489155321,1031.6077387297833,0
2335,955.3694986238096,954.9018411443767,684.6636489155321,1031.6077387297833,0
2340,955.3290876906033,954.1573465438927,684.6636489155321,1031.6077387297833,0
2345,954.9390307967095,955.0569889318733,684.6636489155321,1031.6077387297833,0
2350,954.966573615303,954.9578609192547,684.6636489155321,1031.6077387297833,0
2355,954.8676517023987,955.5731992621055,684.6636489155321,1031.6077387297833,0
2360,954.8180111175403,954.2084150460222,684.6636489155321,1031.6077387297833,0
2365,955.0213829295643,955.4216347154224,684.6636489155321,1031.6077387297833,0
2370,954.6553572959192,954.8968764981182,684.6636489155321,1031.6077387297833,0
2375,955.4368265176903,954.966011501083,684.6636489155321,1031.6077387297833,0
2380,954.7430917071649,954.3968358861028,684.6636489155321,1031.6077387297833,0
2385,954.5004335537988,955.0024566090632,684.6636489155321,1031.6077387297833,0
2390,954.9401549622864,955.3195245825397,684.6636489155321,1031.6077387297833,0
2395,955.1865047294914,954.4851779233601,684.6636489155321,1031.6077387297833,0
2400,954.5855183751409,955.0850071001552,684.6636489155321,1031.6077387297833,0
2405,955.1389865333261,955.6833388149014,684.6636489155321,1031.6077387297833,0
2410,955.8384591040236,954.6241812871317,684.6636489155321,1031.6077387297833,0
2415,955.0992510801983,955.2516507686315,684.6636489155321,1031.6077387297833,0
2420,954.9236674657508,954.7771785811075,684.6636489155321,1031.6077387297833,0
2425,955.4846557165417,955.2163114547383,684.6636489155321,1031.6077387297833,0
2430,955.4337318521194,954.5051132927766,684.6636489155321,1031.6077387297833,0
2435,955.382719648086,955.4095378850553,684.6636489155321,1031.6077387297833,0
2440,954.9957107751763,954.7757738541521,684.6636489155321,1031.6077387297833,0
2445,954.4300558141588,954.2835312189263,684.6636489155321,1031.6077387297833,0
2450,955.2407768550875,954.7925371988042,684.6636489155321,1031.6077387297833,0
2455,954.8759880803534,954.5008079312283,684.6636489155321,1031.6077387297833,0
2460,954.6522676906368,954.5345967035591,684.6636489155321,1031.6077387297833,0
2465,955.5820169966222,954.3282510693755,684.6636489155321,1031.6077387297833,0
2470,954.978565542976,955.1899727119587,684.6636489155321,1031.6077387297833,0
2475,955.4434848055207,954.3962744424028,684.6636489155321,1031.6077387297833,0
2480,954.9129883683983,954.9511157153703,684.6636489155321,1031.6077387297833,0
2485,955.4521125841237,954.3916893435764,684.6636489155321,1031.6077387297833,0
2490,954.6081727765932,954.9690094512368,684.6636489155321,1031.6077387297833,0
2495,954.72558099026,955.5215156014183,684.6636489155321,1031.6077387297833,0
2500,954.748897541189,954.6046154027199,684.6636489155321,1031.6077387297833,0
2505,955.1734765879243,955.406349624183,684.6636489155321,1031.6077387297833,0
2510,955.6662627068658,954.5957220840313,684.6636489155321,1031.6077387297833,0
2515,955.1425478910342,955.0179161711754,684.6636489155321,1031.6077387297833,0
2520,954.9603903952777,954.8476075242053,684.6636489155321,1031.6077387297833,0
2525,954.7331657673899,955.0098583975623,684.6636489155321,1031.6077387297833,0
2530,954.4118079617853,955.3082741122879,684.6636489155321,1031.6077387297833,0
2535,954.5354391134881,955.1850987978271,684.6636489155321,1031.6077387297833,0
2540,955.2242789762471,955.371186393768,684.6636489155321,1031.6077387297833,0
2545,954.946244238492,954.9009044147161,684.6636489155321,1031.6077387297833,0
2550,954.8395526242145,954.8728970468286,684.6636489155321,1031.6077387297833,0
2555,955.0650475008252,955.0609244950691,684.6636489155321,1031.6077387297833,0
2560,954.4519541580958,955.0953152011284,684.6636489155321,1031.6077387297833,0
2565,954.9259157272083,954.5334734926338,684.6636489155321,1031.6077387297833,0
2570,954.51175860097,954.9538325221409,684.6636489155321,1031.6077387297833,0
2575,955.0172603007981,954.4227565894765,684.6636489155321,1031.6077387297833,0
2580,955.5537820587765,954.6268962339813,684.6636489155321,1031.6077387297833,0
2585,954.372600834206,955.3424013559343,684.6636489155321,1031.6077387297833,0
2590,955.3473706359813,954.8504174050116,684.6636489155321,1031.6077387297833,0
2595,955.1032807042812,954.9718200466015,684.6636489155321,1031.6077387297833,0
2600,955.097376848024,954.2245972320372,684.6636489155321,1031.6077387297833,0
2605,955.4599902571949,954.5182168060409,684.6636489155321,1031.6077387297833,0
2610,954.5065172234181,954.2520988533689,684.6636489155321,1031.6077387297833,0
2615,955.1042178310345,955.1104029137263,684.6636489155321,1031.6077387297833,0
2620,954.9769728477384,955.3390260253848,684.6636489155321,1031.6077387297833,0
2625,954.9986152197503,955.5427136679751,684.6636489155321,1031.6077387297833,0
2630,955.3019927150079,954.5034285814585,684.6636489155321,1031.6077387297833,0
2635,954.8904131680772,954.5802761875063,684.6636489155321,1031.6077387297833,0
2640,954.4369808228316,955.0223198956116,684.6636489155321,1031.6077387297833,0
2645,955.6399929629675,954.7763357444383,684.6636489155321,1031.6077387297833,0
2650,954.6313899730446,954.9220749536237,684.6636489155321,1031.6077387297833,0
2655,954.5855183751409,954.5624906228029,684.6636489155321,1031.6077387297833,0
2660,954.4452160990886,955.1724455990905,684.6636489155321,1031.6077387297833,0
2665,954.4155510541042,955.7097986052149,684.6636489155321,1031.6077387297833,0
2670,955.0938158271583,954.834869605298,684.6636489155321,1031.6077387297833,0
2675,954.3786828744023,955.1595115646426,684.6636489155321,1031.6077387297833,0
2680,955.4978799282699,954.9811888173015,684.6636489155321,1031.6077387297833,0
2685,954.3067326265401,955.4768714226385,684.6636489155321,1031.6077387297833,0
2690,954.710411797533,955.0739495664752,684.6636489155321,1031.6077387297833,0
2695,955.1397362906366,955.3839386261951,684.6636489155321,1031.6077387297833,0
2700,954.9168290688895,954.9917757494192,684.6636489155321,1031.6077387297833,0
2705,954.321982553249,955.1311141526319,684.6636489155321,1031.6077387297833,0
2710,954.136396944805,954.4874241205397,684.6636489155321,1031.6077387297833,0
2715,955.1477025347544,955.3063053072376,684.6636489155321,1031.6077387297833,0
2720,955.2990864248151,954.4624357723193,684.6636489155321,1031.6077387297833,0
2725,954.7755865575369,954.9338784050141,684.6636489155321,1031.6077387297833,0
2730,953.9824830136978,954.4644946878791,684.6636489155321,1031.6077387297833,0
2735,954.9576735511935,955.4223849165405,684.6636489155321,1031.6077387297833,0
2740,954.464588275161,955.4913146710194,684.6636489155321,1031.6077387297833,0
2745,954.5326310861745,954.953176739781,684.6636489155321,1031.6077387297833,0
2750,955.0465879567023,955.0347817188742,684.6636489155321,1031.6077387297833,0
2755,954.9362203943467,954.2336707209912,684.6636489155321,1031.6077387297833,0
2760,954.4705778993807,955.1298958195965,684.6636489155321,1031.6077387297833,0
2765,954.3842971341576,954.8780487804877,684.6636489155321,1031.6077387297833,0
2770,955.4446101591107,955.2853052249612,684.6636489155321,1031.6077387297833,0
2775,955.3951908786992,954.4238795398531,684.6636489155321,1031.6077387297833,0
2780,955.357215588735,955.0083592918919,684.6636489155321,1031.6077387297833,0
2785,954.3820514223291,954.4392267931715,684.6636489155321,1031.6077387297833,0
2790,955.4081312967533,955.020071180187,684.6636489155321,1031.6077387297833,0
2795,954.3541680474078,954.4590666569269,684.6636489155321,1031.6077387297833,0
2800,954.5574358990452,955.1731954089307,684.6636489155321,1031.6077387297833,0
2805,954.3667060076854,954.9347215198503,684.6636489155321,1031.6077387297833,0
2810,954.8906005097455,954.834963265226,684.6636489155321,1031.6077387297833,0
2815,955.7035119265893,954.4066612577853,684.6636489155321,1031.6077387297833,0
2820,954.7374732253398,954.9630135697519,684.6636489155321,1031.6077387297833,0
2825,954.1771746904053,955.4161020185603,684.6636489155321,1031.6077387297833,0
2830,955.0815398798359,954.6895315367323,684.6636489155321,1031.6077387297833,0
2835,955.0207270544253,954.8835752474868,684.6636489155321,1031.6077387297833,0
2840,954.4529835921551,954.9487736529754,684.6636489155321,1031.6077387297833,0
2845,955.4594275619532,954.3686709417676,684.6636489155321,1031.6077387297833,0
2850,954.2705276975275,955.165697363502,684.6636489155321,1031.6077387297833,0
2855,955.5985272350197,955.133457109513,684.6636489155321,1031.6077387297833,0
2860,954.5799017477356,954.7935673676737,684.6636489155321,1031.6077387297833,0
2865,955.0355313125976,955.3721240463215,684.6636489155321,1031.6077387297833,0
2870,955.3630288942117,954.8034009096779,684.6636489155321,1031.6077387297833,0
2875,955.2119059410871,955.2512758019743,684.6636489155321,1031.6077387297833,0
2880,955.2217481020693,954.4217272206193,684.6636489155321,1031.6077387297833,0
2885,955.2743367990475,954.9937432582443,684.6636489155321,1031.6077387297833,0
2890,955.0977516938705,954.4296814922284,684.6636489155321,1031.6077387297833,0
2895,954.9276019302489,955.4373891863114,684.6636489155321,1031.6077387297833,0
2900,955.4221973661507,955.3971600501379,684.6636489155321,1031.6077387297833,0
2905,955.4599902571949,954.7792388547855,684.6636489155321,1031.6077387297833,0
2910,954.9770665355464,955.0075160470203,684.6636489155321,1031.6077387297833,0
2915,954.4492402062199,955.058956709417,684.6636489155321,1031.6077387297833,0
2920,955.5280812737029,954.6341049608972,684.6636489155321,1031.6077387297833,0
2925,955.3581532138653,955.3382759551683,684.6636489155321,1031.6077387297833,0
2930,955.0397477992183,954.5073595837854,684.6636489155321,1031.6077387297833,0
2935,955.0788223463729,954.9513967636299,684.6636489155321,1031.6077387297833,0
2940,955.5175762413572,955.322149730394,684.6636489155321,1031.6077387297833,0
2945,954.7242700533411,955.0613930166579,684.6636489155321,1031.6077387297833,0
2950,954.9544883054016,954.5975007345127,684.6636489155321,1031.6077387297833,0
2955,955.4338256295696,955.3724991078583,684.6636489155321,1031.6077387297833,0
2960,953.9226513922847,955.4859687424726,684.6636489155321,1031.6077387297833,0
2965,954.9039019560987,955.0373116024072,684.6636489155321,1031.6077387297833,0
2970,955.3375258861297,955.195034136972,684.6636489155321,1031.6077387297833,0
2975,955.4448914979222,954.933597367066,684.6636489155321,1031.6077387297833,0
2980,955.0717943143032,955.7824298150716,684.6636489155321,1031.6077387297833,0
2985,954.6048962470619,954.9861543403048,684.6636489155321,1031.6077387297833,0
2990,954.9903703909363,955.6024672625919,684.6636489155321,1031.6077387297833,0
2995,955.3805630021285,954.7843895778814,684.6636489155321,1031.6077387297833,0
3000,955.5477788319439,955.1437662563471,954.9991773723535,1031.6077387297833,0
3005,955.0173539965109,954.6110748643902,954.5843950443722,1031.6077387297833,0
3010,954.7632251434118,954.3915021976213,954.598904936943,1031.6077387297833,0
3015,954.4481171961653,954.8869473604702,954.2361963620187,1031.6077387297833,0
3020,954.4590666569269,954.9115832417914,954.7853260789605,1031.6077387297833,0
3025,954.0757044160273,955.1832242287127,954.8912562061638,1031.6077387297833,0
3030,955.0527722930132,954.753298785002,955.0116385916589,1031.6077387297833,0
3035,954.919358327548,955.2150929043438,954.9237611431001,1031.6077387297833,0
3040,955.3616224428507,954.4103107330784,955.4018485862358,1031.6077387297833,0
3045,955.366966980053,954.9617956655253,955.0669216061184,1031.6077387297833,0
3050,954.6307346334629,955.758499708734,954.7857006799064,1031.6077387297833,0
3055,954.6105131686008,954.6559190444825,956.0474302555027,1031.6077387297833,0
3060,955.2639310893433,955.2224979893164,954.9616082959201,1031.6077387297833,0
3065,955.2624311859173,954.587203376251,955.9519455771838,1031.6077387297833,0
3070,954.481808647413,955.3532775832847,955.563818872115,1031.6077387297833,0
3075,955.0636419266818,954.6663115121551,954.7704359294188,1031.6077387297833,0
3080,955.6960055529838,954.8368364676478,954.9620767200712,1031.6077387297833,0
3085,955.5145748459698,955.2423704303835,955.621886444594,1031.6077387297833,0
3090,955.0487430951124,954.9931811120383,955.1366435493177,1031.6077387297833,0
3095,954.7981563287359,955.0614867210307,954.8079899652653,1031.6077387297833,0
3100,955.3526212521995,955.8524439877737,955.419290344522,1031.6077387297833,0
3105,955.332462950926,954.9251663055462,954.6048026322629,1031.6077387297833,0
3110,955.2283096554027,954.9536451556605,954.3738172360438,1031.6077387297833,0
3115,954.472730438947,955.4699313157488,954.1423824506718,1031.6077387297833,0
3120,955.0315959586765,954.0474649163515,954.326005621297,1031.6077387297833,0
3125,954.7650980643713,954.9737874732003,955.079103469807,1031.6077387297833,0
3130,955.0092962323843,954.4014210343795,954.9118642667821,1031.6077387297833,0
3135,954.6565744186422,954.7317611699402,954.9676041597585,1031.6077387297833,0
3140,955.0366557053894,955.0607370865627,955.0419966073058,1031.6077387297833,0
3145,955.2374959815137,955.0944718026909,954.4238795398531,1031.6077387297833,0
3150,954.7247382446847,954.7918816379536,954.3268476630882,1031.6077387297833,0
3155,955.2000018840515,954.9433401124613,954.9152365795705,1031.6077387297833,0
3160,954.3362973450952,955.0197900915035,955.1193058249069,1031.6077387297833,0
3165,955.0726376726902,954.7325102880658,954.5044581265573,1031.6077387297833,0
3170,954.9030588956828,955.2503383866193,955.1115274828223,1031.6077387297833,0
3175,955.7907821735078,954.7600411946447,955.6165390548657,1031.6077387297833,0
3180,955.4189152462455,955.0129503178714,954.0795383842744,1031.6077387297833,0
3185,954.1816641964853,955.1285837721111,954.5295422752114,1031.6077387297833,0
3190,954.3863557126177,954.6792321928908,954.6308282533482,1031.6077387297833,0
3195,954.9257283716826,955.8170602083123,954.17521054478,1031.6077387297833,0
3200,954.8952840753475,955.0318770543095,954.2812859812864,1031.6077387297833,0
3205,954.7449645491351,954.9112085420613,955.3211184205877,1031.6077387297833,0
3210,954.8253163891446,954.8920055746019,955.2694620239345,1031.6077387297833,0
3215,954.9083983034585,954.4784393952527,954.366051031456,1031.6077387297833,0
3220,954.983905795189,954.8258783377443,955.0084529858583,1031.6077387297833,0
3225,954.5128817607916,954.4783458052544,954.4336118871414,1031.6077387297833,0
3230,954.5516323933394,954.1147936342398,955.0062980292794,1031.6077387297833,0
3235,954.4425957685006,955.4562389681029,954.8366491470749,1031.6077387297833,0
3240,954.4439059319963,955.1948466758297,954.7924435471991,1031.6077387297833,0
3245,954.3684838048399,954.1807288792346,954.8034945634327,1031.6077387297833,0
3250,955.0720754336,954.7908514727217,955.387970652871,1031.6077387297833,0
3255,955.0927850102846,954.9850300664233,954.3507996963099,1031.6077387297833,0
3260,955.4844681417032,955.4814669543048,955.3093991473886,1031.6077387297833,0
3265,955.3561842032173,955.6597889573048,955.0746055147191,1031.6077387297833,0
3270,954.790195914186,954.959078813445,954.79281815373,1031.6077387297833,0
3275,955.4694623932437,955.3502772199704,954.8460152657558,1031.6077387297833,0
3280,955.0676712502952,954.2387220164159,954.4192941757834,1031.6077387297833,0
3285,955.4810918072056,955.3900335634003,955.0093899265347,1031.6077387297833,0
3290,954.4097492735245,954.4221951152792,954.818292087458,1031.6077387297833,0
3295,954.6107004004572,955.169633822674,955.0089214559666,1031.6077387297833,0
3300,955.3464330320155,954.8501364161868,955.3304002890059,1031.6077387297833,0
3305,954.7853260789605,954.0673820056293,954.8129536872967,1031.6077387297833,0
3310,955.4745267806558,954.8740210567041,955.1253973860826,1031.6077387297833,0
3315,955.3019927150079,954.8935979864381,954.778208716835,1031.6077387297833,0
3320,955.364716641311,954.9478368312341,954.5732554906866,1031.6077387297833,0
3325,954.9825004598687,954.8104249922657,954.9256346939472,1031.6077387297833,0
3330,955.0247560159386,954.4698291922421,955.1382367771928,1031.6077387297833,0
3335,955.7386996247446,954.6148195198789,954.017357092517,1031.6077387297833,0
3340,954.4512990648506,954.9264777942269,954.5940370528473,1031.6077387297833,0
3345,954.5862672637888,955.0258803833582,954.4197620680578,1031.6077387297833,0
3350,955.4177899531834,955.3742806541796,955.8776929014838,1031.6077387297833,0
3355,955.2653372530829,955.4508934320417,955.3653729890157,1031.6077387297833,0
3360,954.5868289310458,954.7241764151277,955.9112976139868,1031.6077387297833,0
3365,955.7173051954939,954.4897639205102,955.1001881990437,1031.6077387297833,0
3370,955.6946919497259,955.0181972587558,954.8613760981744,1031.6077387297833,0
3375,954.9314427482939,955.1248350848728,955.1383304966452,1031.6077387297833,0
3380,954.949523111692,955.774452979814,954.928351355734,1031.6077387297833,0
3385,954.7039509914526,954.7848578281913,955.5053831898887,1031.6077387297833,0
3390,954.9933684940336,955.1533258459027,955.0469627626837,1031.6077387297833,0
3395,954.5188719911481,954.8310295640634,954.5589335893925,1031.6077387297833,0
3400,955.0500549232547,954.253969769551,954.5202759622637,1031.6077387297833,0
3405,954.7089136318136,955.1945654842543,955.7638486873369,1031.6077387297833,0
3410,955.0776041467369,955.0218514123582,955.6010601061578,1031.6077387297833,0
3415,955.136081234866,955.9232194065969,954.3244151019682,1031.6077387297833,0
3420,954.984280551973,954.93500255846,955.4777154965693,1031.6077387297833,0
3425,955.4397336460336,954.9818446381347,954.9925252756348,1031.6077387297833,0
3430,954.9939306404599,955.1986896439521,955.109372061048,1031.6077387297833,0
3435,955.0836014672619,954.9087730009833,954.0844010224723,1031.6077387297833,0
3440,955.40784997959,955.6502192273064,954.9723821676597,1031.6077387297833,0
3445,955.5438392553276,954.9965539992004,971.0288807401013,1031.6077387297833,0
3450,955.4643042760665,954.9693841963297,955.4056932201743,1031.6077387297833,0
3455,955.1353314832937,954.7269855695253,954.5327246868187,1031.6077387297833,0
3460,955.2838052544134,954.7451518337364,955.4843743543115,1031.6077387297833,0
3465,955.0851945181867,954.4978129200148,954.9570177635582,1031.6077387297833,0
3470,954.7548907342464,954.5262662854284,954.4444674317382,1031.6077387297833,0
3475,954.5295422752114,954.9970224576351,954.0624260324582,1031.6077387297833,0
3480,955.2559629063472,954.988121825967,954.464588275161,1031.6077387297833,0
3485,955.1443285798474,954.9564556605875,954.9409980882062,1031.6077387297833,0
3490,955.2663684424563,955.1166817917299,955.5246108356822,1031.6077387297833,0
3495,954.3879464384196,954.9768791599486,954.4109657700596,1031.6077387297833,0
3500,954.8956587625804,955.0380612001021,955.0735747393118,1031.6077387297833,0
3505,954.8197905964789,955.0347817188742,954.8909751933029,1031.6077387297833,0
3510,954.7393460452674,955.5532192530566,955.447986235786,1031.6077387297833,0
3515,954.9217002456597,955.3941594111849,954.4094685439953,1031.6077387297833,0
3520,955.6278906026276,952.9631931317969,955.4510809936979,1031.6077387297833,0
3525,954.864560722845,955.1013127440858,955.4568954415678,1031.6077387297833,0
3530,954.5157832692316,954.5760637570219,955.4702126694726,1031.6077387297833,0
3535,955.4210720653572,954.9632009399086,955.2213731588872,1031.6077387297833,0
3540,955.6200101606811,954.9719137333985,955.3910650220056,1031.6077387297833,0
3545,954.220481479503,954.9051197126608,955.0215703226268,1031.6077387297833,0
3550,955.6777092613083,955.8559168075683,954.9378129536547,1031.6077387297833,0
3555,954.8544449296738,954.9984278356965,955.0598937491924,1031.6077387297833,0
3560,955.0088277619082,954.6385987678289,954.6283005228939,1031.6077387297833,0
3565,954.9354709565104,955.5887711161012,954.7253937133369,1031.6077387297833,0
3570,955.3735305286028,954.6921532233742,964.5567101934437,1031.6077387297833,0
3575,955.2491197494082,955.5021004984304,955.6559422780929,1031.6077387297833,0
3580,955.3113679651914,954.9887776563227,954.5150344911713,1031.6077387297833,0
3585,954.5681070453197,954.9940243315954,954.8188540277897,1031.6077387297833,0
3590,954.2280582332403,954.9028715491258,955.5177638291951,1031.6077387297833,0
3595,955.4724635052295,955.4048492734883,955.5606295814708,1031.6077387297833,0
3600,955.3249624048195,954.9924315847934,955.0824769639263,1031.6077387297833,0
3605,954.6069557772846,955.531739330258,955.0726376726902,1031.6077387297833,0
3610,955.4860625301773,954.4140538136536,954.0419481232018,1031.6077387297833,0
3615,955.4920649815674,954.4185455490988,954.50754677518,1031.6077387297833,0
3620,954.4198556465676,954.7630378517199,955.1831305004501,1031.6077387297833,0
3625,955.4172273076464,954.8713983711111,954.1114269726498,1031.6077387297833,0
3630,954.7207118141374,954.4130244635686,955.3424951154566,1031.6077387297833,0
3635,955.2492134906217,954.5350647088917,955.0257866859721,1031.6077387297833,0
3640,955.3604972847434,955.0107016465702,954.9079299319665,1031.6077387297833,0
3645,955.3933154848754,955.3995043124346,953.9325604860047,1031.6077387297833,0
3650,955.3965974288985,955.2245601853168,955.8027009602354,1031.6077387297833,0
3655,954.2191719293236,953.9617280698453,954.4701099572814,1031.6077387297833,0
3660,955.1238042010409,954.293728472831,954.5380599538863,1031.6077387297833,0
3665,954.9511157153703,954.511852197521,954.4626229460938,1031.6077387297833,0
3670,955.4623348278357,954.8224129985834,954.9888713464468,1031.6077387297833,0
3675,954.5464841812156,955.3408074468693,955.475370850444,1031.6077387297833,0
3680,954.1284475609249,954.6033047979763,954.5683878681804,1031.6077387297833,0
3685,955.4501431861529,954.9636693656222,955.1160257856884,1031.6077387297833,0
3690,955.7611272696889,954.9549567225679,955.0740432733119,1031.6077387297833,0
3695,955.1404860491242,955.3302127747274,954.9513967636299,1031.6077387297833,0
3700,955.0435895194425,953.0349409215139,955.344745349515,1031.6077387297833,0
3705,954.559776042278,954.6604130567906,954.9545819887982,1031.6077387297833,0
3710,955.1118086255101,954.3978652012688,954.7382223524291,1031.6077387297833,0
3715,954.5107290401222,972.7227012363097,954.8375857506744,1031.6077387297833,0
3720,954.6745507464243,955.3778437667553,955.4069122569084,1031.6077387297833,0
3725,955.2406831155297,955.6688897606905,955.0034872309659,1031.6077387297833,0
3730,954.4533579323636,954.972007420214,954.8992183059587,1031.6077387297833,0
3735,954.9750990954365,955.0409659022844,954.9692905100288,1031.6077387297833,0
3740,955.5447772468135,954.9496167941144,954.0699067664751,1031.6077387297833,0
3745,954.7029210159561,955.1038429801125,955.1013127440858,1031.6077387297833,0
3750,955.0741369801672,954.800965918504,953.9922998557876,1031.6077387297833,0
3755,954.9252599831897,954.8526653215638,955.7810221285864,1031.6077387297833,0
3760,955.4824048233415,954.8548195848581,954.9915883680493,1031.6077387297833,0
3765,954.184563691615,955.8974048765198,954.5798081378388,1031.6077387297833,0
3770,954.8126727205207,956.5895286370354,954.8517286883807,1031.6077387297833,0
3775,954.3612790889198,955.8088950927663,955.6156947356423,1031.6077387297833,0
3780,955.4429221297199,955.4794974353206,955.0711383699207,1031.6077387297833,0
3785,955.0561456011227,954.7719342882305,954.015861101139,1031.6077387297833,0
3790,954.6650007379974,955.0600811573682,955.8772235786536,1031.6077387297833,0
3795,954.5949731805485,954.827002236928,954.928351355734,1031.6077387297833,0
3800,954.6546082988629,955.0454635405237,954.8458279415815,1031.6077387297833,0
3805,955.0730124991181,955.0165107357554,954.3913150517398,1031.6077387297833,0
3810,954.9729442893795,955.0363746069434,955.1154634955128,1031.6077387297833,0
3815,954.1629581998611,953.9891210467065,956.1172015242469,1031.6077387297833,0
3820,954.8879777330768,954.9223559847894,954.8763627524436,1031.6077387297833,0
3825,954.6305473937476,954.9092413733027,954.1681958049855,1031.6077387297833,0
3830,954.7352258511253,954.0168895947073,955.3115554720719,1031.6077387297833,0
3835,954.2577116239237,957.0626990346054,953.5597091552844,1031.6077387297833,0
3840,954.4331439812876,955.0166981269057,955.0367494049083,1031.6077387297833,0
3845,955.1070292223275,955.404474186551,954.544144103153,1031.6077387297833,0
3850,954.7410315894842,955.4885948051608,954.998708911805,1031.6077387297833,0
3855,954.7914133807546,954.5893564418818,955.2188423001072,1031.6077387297833,0
3860,955.1217424400531,955.2419017312151,954.8752387370552,1031.6077387297833,0
3865,954.49154217616,957.120101943294,955.1909100088402,1031.6077387297833,0
3870,955.0036746170055,956.2056744903726,954.6327942751783,1031.6077387297833,0
3875,954.965730444221,954.4443738484019,955.2408705946634,1031.6077387297833,0
3880,955.2682433379301,954.8843246038693,955.3968787394355,1031.6077387297833,0
3885,954.1642675957517,954.542740061823,954.6563871687906,1031.6077387297833,0
3890,955.3839386261951,955.8920544029093,951.5668719151749,1031.6077387297833,0
3895,953.9850073252245,954.6088280851985,954.9516778120548,1031.6077387297833,0
3900,954.9746306585099,954.160713529553,955.0228820761223,1031.6077387297833,0
3905,955.7874036738622,954.5270150811106,954.9918694401318,1031.6077387297833,0
3910,954.6407520653102,954.1521090578746,954.9897145583931,1031.6077387297833,0
3915,954.8649353859674,954.0190400884252,954.7136890514364,1031.6077387297833,0
3920,954.8973448587674,954.9853111346455,955.0196963953125,1031.6077387297833,0
3925,954.9874659965121,954.4163932539224,954.535532714683,1031.6077387297833,0
3930,954.7249255213504,955.4228537928377,955.1784441107741,1031.6077387297833,0
3935,955.1000944870764,955.1005630470969,954.8726160447733,1031.6077387297833,0
3940,954.750208545741,955.4889699581516,955.6386795136837,1031.6077387297833,0
3945,955.1933469893411,954.9025905294283,954.984280551973,1031.6077387297833,0
3950,954.4035732620291,955.6414002340641,953.9491072617687,1031.6077387297833,0
3955,955.4459230749826,953.8969447976306,955.064016746049,1031.6077387297833,0
3960,954.4698291922421,956.8315573503403,954.4321145900242,1031.6077387297833,0
3965,954.4239731191705,954.374472222933,954.8709300359141,1031.6077387297833,0
3970,954.3449051391013,955.0726376726902,955.1054360985626,1031.6077387297833,0
3975,954.0671014774714,952.252177605719,953.8374977622055,1031.6077387297833,0
3980,954.7093818080959,955.3047115186167,954.5579975323745,1031.6077387297833,0
3985,954.5316950807413,954.4386652995956,954.9817509493892,1031.6077387297833,0
3990,955.1973774074579,954.8294373609027,956.449858398247,1031.6077387297833,0
3995,955.2328090583599,953.9065729235242,954.550696350641,1031.6077387297833,0
4000,955.7524000693575,954.3455600863065,955.6485304713194,1031.6077387297833,0
4005,955.0120133702089,954.7381287114787,954.522990318132,1031.6077387297833,0
4010,955.5820169966222,953.0814101435,955.5666329697747,1031.6077387297833,0
4015,954.44381234877,955.3529962984235,954.8735527189343,1031.6077387297833,0
4020,955.5671019876629,956.1150415610332,954.972007420214,1031.6077387297833,0
4025,954.2802569175657,953.763199386723,954.7478674687096,1031.6077387297833,0
4030,954.9604840798323,956.3359718172234,955.0079845162096,1031.6077387297833,0
4035,954.3490219650386,956.2980156502985,955.5785461668063,1031.6077387297833,0
4040,954.8115488550704,953.5443901737553,954.7381287114787,1031.6077387297833,0
4045,954.6380370396486,955.4260421638623,956.3614342018237,1031.6077387297833,0
4050,955.3342443479343,955.9261294956143,955.8382713902467,1031.6077387297833,0
4055,955.3167119401342,955.5223597542289,954.2883959367246,1031.6077387297833,0
4060,955.2813678123199,954.4457776003725,954.2628567216022,1031.6077387297833,0
4065,954.9943990963209,953.4652810733694,955.2890551719387,1031.6077387297833,0
4070,955.4606467358145,956.3972341648649,955.0404037004831,1031.6077387297833,0
4075,954.9337847256796,954.0261461366142,953.3648958612868,1031.6077387297833,0
